"test.test6.id","prob","cancel"
7792,0.274409073570197,0
7793,0.306504741601466,0
7794,0.433658238524279,0
7795,0.405616640989484,0
7796,0.295353753036607,0
7797,0.184401507348517,0
7798,0.538372272062033,1
7799,0.567671031273379,1
7800,0.415349026881827,0
7801,0.602575616800058,1
7802,0.66677933994915,1
7803,0.721745720208349,1
7804,0.328472029193497,0
7805,0.896733528035937,1
7806,0.490536415358827,0
7807,0.415565698512132,0
7808,0.555367285309443,1
7809,0.459754982585147,0
7810,0.556077424675712,1
7811,0.711493227319404,1
7812,0.568628167742934,1
7813,0.502929914789653,1
7814,0.618588109584792,1
7815,0.205101153651033,0
7816,0.149606753440888,0
7817,0.270608548252115,0
7818,0.643593871043828,1
7819,0.801653327152091,1
7820,0.354787806963323,0
7821,0.639696306146632,1
7822,0.475523248399389,0
7823,0.64696806825925,1
7824,0.540830872514875,1
7825,0.502120406952464,1
7826,0.380806932402286,0
7827,0.501948434824876,1
7828,0.65133242062965,1
7829,0.262995786231801,0
7830,0.549016091520005,1
7831,0.467273797811752,0
7832,0.219129962404644,0
7833,0.756809836341628,1
7834,0.317799729037692,0
7835,0.317173940538668,0
7836,0.378677793874881,0
7837,0.780210170092562,1
7838,0.694043085464174,1
7839,0.450661235118297,0
7840,0.741749928261534,1
7841,0.395174244851337,0
7842,0.395533908777311,0
7843,0.337454692516541,0
7844,0.539791852543625,1
7845,0.535135882491036,1
7846,0.594634241977468,1
7847,0.346803348506406,0
7848,0.334128347359022,0
7849,0.437647424416346,0
7850,0.386196099220377,0
7851,0.232683849879642,0
7852,0.303630117877273,0
7853,0.588301329272681,1
7854,0.198066069169695,0
7855,0.497004647511286,0
7856,0.49923170765419,0
7857,0.5189144201868,1
7858,0.634097897935305,1
7859,0.403513364113219,0
7860,0.226023934042887,0
7861,0.693747438214927,1
7862,0.284740870440879,0
7863,0.405078275900801,0
7864,0.232183645365007,0
7865,0.847309738873897,1
7866,0.381991046006789,0
7867,0.616401141866058,1
7868,0.337906035855427,0
7869,0.415239351387029,0
7871,0.273491298303696,0
7872,0.62916993008818,1
7873,0.775054889951021,1
7874,0.291710263215582,0
7875,0.60831683021301,1
7876,0.470617374867976,0
7877,0.556057168928294,1
7878,0.383151009384179,0
7879,0.494434740789856,0
7880,0.211299714033065,0
7881,0.585076788545209,1
7882,0.576668016719591,1
7883,0.568459477341014,1
7884,0.372868930320898,0
7885,0.504283452109236,1
7886,0.556739923690789,1
7887,0.395466594537655,0
7888,0.622485373497314,1
7889,0.172551633956931,0
7890,0.442210915834157,0
7891,0.575413109789638,1
7892,0.301819724964773,0
7893,0.318836800534401,0
7894,0.403919170994223,0
7895,0.744550959636031,1
7896,0.275945420000344,0
7897,0.515636207592442,1
7898,0.676968565912568,1
7899,0.523012287172694,1
7900,0.324470325033796,0
7901,0.199297963719117,0
7902,0.139547479693822,0
7903,0.75535248579328,1
7904,0.587286164780074,1
7905,0.507406825304994,1
7906,0.459092588251856,0
7907,0.647447939088884,1
7908,0.483567618014782,0
7909,0.226624488343111,0
7910,0.760773396002415,1
7911,0.284377522442557,0
7912,0.753041276441571,1
7913,0.718955642689789,1
7914,0.557626882217021,1
7915,0.243690190671951,0
7916,0.595295242432164,1
7917,0.186470582225367,0
7918,0.344196048587261,0
7919,0.312261507763727,0
7920,0.339635416102208,0
7921,0.387923653116096,0
7922,0.533245410733046,1
7923,0.57694882528737,1
7924,0.251318198146054,0
7925,0.599817007411692,1
7926,0.364178628882609,0
7927,0.217352872580566,0
7928,0.47633777137142,0
7929,0.709071830258519,1
7930,0.503158345002085,1
7931,0.568395542933668,1
7932,0.372736893035138,0
7933,0.267850397171369,0
7934,0.179625873654111,0
7935,0.195616093835627,0
7936,0.178337366052737,0
7937,0.464897316611871,0
7938,0.265441789096496,0
7939,0.454041262524816,0
7940,0.810803246507408,1
7941,0.407052546600548,0
7942,0.236596523902759,0
7943,0.368081155930063,0
7944,0.496185634279785,0
7945,0.635264259758922,1
7946,0.456251361722497,0
7947,0.433265610123029,0
7948,0.181842639891259,0
7949,0.556103189371194,1
7950,0.415343553232416,0
7951,0.280671302023158,0
7952,0.687577470881704,1
7953,0.583412458546988,1
7954,0.375439840962278,0
7955,0.306368789841625,0
7956,0.461027024147069,0
7957,0.331378134212615,0
7958,0.609855064979703,1
7959,0.635920606477348,1
7960,0.247379298167518,0
7961,0.352217116742877,0
7962,0.608673733039002,1
7963,0.594645746271259,1
7964,0.413028463506851,0
7965,0.596923391875514,1
7966,0.880290538273575,1
7967,0.316978932995526,0
7968,0.579059884465746,1
7969,0.654791420900616,1
7970,0.217113755642839,0
7971,0.520704433602233,1
7972,0.259016452150978,0
7973,0.676600426443681,1
7974,0.927199279297584,1
7975,0.386926108980895,0
7976,0.605121561262673,1
7977,0.348529359913111,0
7978,0.646018646592625,1
7979,0.341900184978463,0
7980,0.433616066947024,0
7981,0.683212626942834,1
7982,0.576205323675903,1
7983,0.589594777362432,1
7984,0.369188704516643,0
7985,0.606792971383178,1
7986,0.266861018695536,0
7987,0.321428972433254,0
7988,0.374073128785611,0
7989,0.842134918253343,1
7990,0.304289433133567,0
7991,0.560798849577271,1
7992,0.401020632738679,0
7993,0.411042190184663,0
7994,0.472628161631678,0
7995,0.764722038809301,1
7996,0.661438809212164,1
7997,0.446134845298624,0
7998,0.614425720315876,1
7999,0.456314213500033,0
8000,0.386078079537452,0
8001,0.66903533421329,1
8003,0.53826507016188,1
8004,0.469705806233431,0
8005,0.736076256958722,1
8006,0.755697117597058,1
8007,0.291850053975177,0
8008,0.34516350402632,0
8009,0.439703231479303,0
8010,0.511479696222432,1
8011,0.532072228720509,1
8012,0.426181905795402,0
8013,0.322396584657804,0
8014,0.516957876667369,1
8015,0.88331302951115,1
8016,0.391289528205942,0
8017,0.20679104323059,0
8018,0.479634187133119,0
8019,0.343739421534561,0
8020,0.239640948945798,0
8021,0.320714285010835,0
8022,0.518417651187794,1
8023,0.150152361792761,0
8024,0.632877990882299,1
8025,0.291422131763501,0
8026,0.732117200654245,1
8027,0.627883177203957,1
8028,0.316544550391047,0
8029,0.45073973335244,0
8030,0.441911437130886,0
8031,0.41288096077198,0
8032,0.330567091979062,0
8033,0.502232731709773,1
8034,0.659130142330452,1
8035,0.224161899375521,0
8036,0.779257467701136,1
8037,0.527036551609204,1
8038,0.249598373411872,0
8039,0.480088805360796,0
8040,0.735000880725344,1
8041,0.21368663423877,0
8042,0.340955685320953,0
8043,0.610927986225121,1
8044,0.25574522614874,0
8045,0.19884879236052,0
8046,0.818095533303747,1
8047,0.585533169998412,1
8048,0.484224452642985,0
8049,0.196249413086902,0
8050,0.559814120557634,1
8051,0.324933245027806,0
8052,0.439319659731764,0
8053,0.318941445355378,0
8054,0.595735019568043,1
8055,0.380160522545505,0
8056,0.323348151391674,0
8057,0.33042821875576,0
8058,0.344572031384132,0
8059,0.310624907957287,0
8060,0.389629033686224,0
8061,0.469997784674392,0
8062,0.254661288484873,0
8063,0.584558493236285,1
8064,0.284817107233895,0
8065,0.506002359562016,1
8066,0.679282169405986,1
8067,0.317866653639927,0
8068,0.179982653698882,0
8069,0.506517202629442,1
8070,0.665917482826346,1
8071,0.515645485774724,1
8072,0.452791948981334,0
8073,0.71353362868349,1
8074,0.217578952190497,0
8075,0.585821353885645,1
8076,0.156741301482925,0
8077,0.27460768547106,0
8078,0.462642110230525,0
8079,0.371913639252944,0
8080,0.253898388625255,0
8081,0.492096141256549,0
8082,0.802877627088881,1
8083,0.489924789690703,0
8084,0.598290069725811,1
8085,0.302118091021386,0
8086,0.86063831145917,1
8087,0.39060924501286,0
8088,0.306939720088675,0
8089,0.680180089494793,1
8090,0.686076965397349,1
8091,0.30225423362339,0
8092,0.862099377394234,1
8093,0.689586445607558,1
8094,0.265771328842843,0
8095,0.617749613430014,1
8096,0.719549637214894,1
8097,0.707904691615876,1
8098,0.283903079238361,0
8099,0.571790402074776,1
8100,0.160664942972633,0
8101,0.215320566526726,0
8102,0.621544949467418,1
8103,0.280162145354718,0
8104,0.701457398265418,1
8105,0.294167499592495,0
8106,0.714267460568537,1
8107,0.44261002937213,0
8108,0.274086756074128,0
8109,0.176804763340805,0
8110,0.515162447448059,1
8111,0.404541896896754,0
8112,0.4935121485994,0
8113,0.309590528035501,0
8114,0.289657534678326,0
8115,0.351845533184005,0
8116,0.284074731146336,0
8117,0.227941699028157,0
8118,0.526979245992158,1
8119,0.347098873501019,0
8120,0.483825531621971,0
8121,0.465933582027911,0
8122,0.814494825015327,1
8123,0.461077821102802,0
8124,0.494327912100967,0
8125,0.501493165881662,1
8126,0.800864683626578,1
8127,0.309337294822963,0
8128,0.587331051725491,1
8129,0.290959358479859,0
8130,0.731476800053524,1
8131,0.696889188702545,1
8132,0.827032338267988,1
8133,0.383596581435494,0
8134,0.282320327999967,0
8135,0.316880177596204,0
8136,0.468628506857006,0
8137,0.299678274997017,0
8138,0.649728257708802,1
8139,0.554918965514637,1
8140,0.512586595797377,1
8141,0.603429402953529,1
8142,0.379977760374467,0
8143,0.267028683778123,0
8144,0.489098845600999,0
8145,0.305494879581413,0
8146,0.624482208302151,1
8147,0.307319286796902,0
8148,0.435286699376657,0
8149,0.404892630650355,0
8150,0.841870325335594,1
8151,0.290418444176011,0
8152,0.508964251915197,1
8153,0.382127396245715,0
8154,0.247593425849146,0
8156,0.398064463932418,0
8157,0.593526079451487,1
8158,0.480630619578015,0
8159,0.385658006469526,0
8160,0.295567578648158,0
8161,0.584664893989442,1
8162,0.371945791347741,0
8163,0.658537867566837,1
8164,0.40774223431854,0
8165,0.808799628424187,1
8166,0.760793838207996,1
8167,0.811362804109448,1
8168,0.272686787678604,0
8169,0.525164615339453,1
8170,0.236571808105465,0
8171,0.33222236706293,0
8172,0.815490896938306,1
8173,0.308529970723851,0
8174,0.565857718649426,1
8175,0.384484212358063,0
8176,0.759223035640807,1
8177,0.443800366587226,0
8178,0.538597006277673,1
8179,0.648546101935989,1
8180,0.543515494671071,1
8181,0.158604350860561,0
8182,0.359516551126637,0
8183,0.897345388992871,1
8184,0.658516839119698,1
8185,0.33633500213511,0
8186,0.171574776830801,0
8187,0.509752108808114,1
8188,0.419337087237368,0
8189,0.334187606225923,0
8190,0.683665182951985,1
8191,0.143560817218998,0
8192,0.413709637939174,0
8193,0.412692108386067,0
8194,0.265992343176254,0
8195,0.463577625570186,0
8196,0.483834980270863,0
8197,0.813402338940787,1
8198,0.248877086908068,0
8199,0.47773286235007,0
8200,0.832643135053726,1
8201,0.302695722971228,0
8202,0.788334345020388,1
8203,0.189863386737224,0
8204,0.825722416327322,1
8205,0.466418876176276,0
8206,0.555373590151384,1
8207,0.297030054479734,0
8208,0.419079939743905,0
8209,0.599290699324562,1
8210,0.384601056505844,0
8211,0.240333652704575,0
8212,0.266758643789295,0
8213,0.556937813833076,1
8214,0.839312163685882,1
8215,0.593557203741691,1
8216,0.535069864537002,1
8217,0.831319100442228,1
8218,0.322050216661289,0
8219,0.302423407505517,0
8220,0.295414595145452,0
8221,0.222722287156516,0
8222,0.588375897935367,1
8223,0.338984825402166,0
8224,0.649671325123011,1
8225,0.853812493302563,1
8226,0.948113347061571,1
8227,0.77951380495347,1
8228,0.385638114889805,0
8229,0.576994807120151,1
8230,0.595776620215739,1
8231,0.702830732783018,1
8232,0.257503501679424,0
8233,0.265574831991384,0
8234,0.261246894025908,0
8235,0.374466715354352,0
8236,0.712636723879029,1
8237,0.410134942327863,0
8238,0.723372762041619,1
8239,0.215756735305813,0
8240,0.369571082883929,0
8241,0.474361193671695,0
8242,0.705590794133431,1
8243,0.712578273740905,1
8244,0.149839413425027,0
8245,0.755517195353951,1
8246,0.673517816108058,1
8247,0.326931228733503,0
8248,0.416081182768262,0
8249,0.469772049047754,0
8250,0.814394171809333,1
8251,0.248111608022924,0
8252,0.315558931705127,0
8253,0.729453762088123,1
8254,0.5955678551492,1
8255,0.614598750958644,1
8256,0.667306963803705,1
8257,0.363230745079889,0
8258,0.14728227611654,0
8259,0.27880236508441,0
8260,0.752459933389467,1
8261,0.399244917590227,0
8262,0.383365580468744,0
8263,0.260442218374263,0
8264,0.775304645839116,1
8265,0.613607808167025,1
8266,0.327782185601043,0
8267,0.460194426665197,0
8268,0.71936152319688,1
8269,0.799088070451221,1
8270,0.257855076486793,0
8271,0.577669505036693,1
8272,0.34993374851129,0
8273,0.296061288257881,0
8274,0.126132127821517,0
8275,0.434006954041745,0
8276,0.459504809236501,0
8277,0.542916480047963,1
8278,0.520834038676549,1
8279,0.398095850208091,0
8280,0.694066860862154,1
8281,0.253745857717197,0
8282,0.535283835893403,1
8283,0.199980365896832,0
8284,0.262654746076169,0
8285,0.622217958059828,1
8286,0.221583924027396,0
8287,0.800336493868532,1
8288,0.708141181616804,1
8289,0.339106235391489,0
8290,0.28251931634362,0
8291,0.233281703367953,0
8292,0.675416038615288,1
8293,0.322998199288387,0
8294,0.652427834813495,1
8295,0.351056537686628,0
8296,0.766478797898314,1
8297,0.331181592658475,0
8298,0.394524727434902,0
8299,0.318615651922784,0
8300,0.255455348587019,0
8301,0.485855771922768,0
8302,0.490203394895849,0
8303,0.386994912230225,0
8304,0.617115359968082,1
8305,0.511064093225654,1
8306,0.608571083495805,1
8307,0.676987034603375,1
8308,0.238021885933501,0
8309,0.786886706911878,1
8310,0.334988631057469,0
8311,0.492016786366781,0
8312,0.621640015638928,1
8313,0.402770672033257,0
8314,0.492237589866082,0
8315,0.745406602467001,1
8316,0.654537184909337,1
8317,0.505727216039567,1
8318,0.724668096079716,1
8319,0.509149971773694,1
8320,0.386787729473802,0
8321,0.428786956589937,0
8322,0.266284962797685,0
8323,0.776423924284345,1
8324,0.523324696959203,1
8325,0.214123047196619,0
8326,0.243979016072279,0
8327,0.242719928677922,0
8328,0.282247378930967,0
8329,0.433738272033828,0
8330,0.228462441490217,0
8331,0.534520390806665,1
8332,0.327373475309854,0
8333,0.49152830086858,0
8334,0.644364535487045,1
8335,0.447252756236663,0
8336,0.355180220107361,0
8337,0.525874607647055,1
8338,0.473746574569019,0
8339,0.566930307814122,1
8340,0.376976706524028,0
8341,0.268651709283304,0
8342,0.488577286248759,0
8343,0.264112355470999,0
8344,0.663529332435981,1
8345,0.316535374342023,0
8346,0.786021308183159,1
8347,0.204395617588019,0
8348,0.650422728708586,1
8349,0.612011409984898,1
8350,0.466547894513866,0
8351,0.189812562435721,0
8352,0.50082015026326,1
8353,0.306529272808785,0
8354,0.571889711931452,1
8355,0.791298822890624,1
8356,0.587607005346035,1
8357,0.297931399282545,0
8358,0.617567326573021,1
8359,0.360338808399092,0
8360,0.23647151432984,0
8361,0.882308622193744,1
8362,0.409139566928426,0
8363,0.541446313425481,1
8364,0.234885566823721,0
8365,0.519944002677573,1
8366,0.779292730432323,1
8367,0.617177611583785,1
8368,0.626909868324777,1
8369,0.303935907615228,0
8370,0.803493898179928,1
8371,0.509651645699941,1
8372,0.826764419316815,1
8373,0.865041886731336,1
8374,0.480339069314757,0
8375,0.392579810296921,0
8376,0.44324449158333,0
8377,0.321479314488361,0
8378,0.252524857941136,0
8379,0.619289828639752,1
8380,0.252131548076928,0
8381,0.267324270035666,0
8382,0.272091017036642,0
8383,0.624717230446846,1
8384,0.624457867970879,1
8385,0.702623937678498,1
8386,0.488817288164344,0
8387,0.43589500757295,0
8388,0.310639118606799,0
8389,0.205861426550451,0
8390,0.258794810613659,0
8391,0.305864835659938,0
8392,0.362277938120719,0
8393,0.671939462283537,1
8394,0.195289179696158,0
8395,0.759633596990814,1
8396,0.530123786007974,1
8397,0.501670802268287,1
8398,0.292832042727597,0
8399,0.526257941201289,1
8400,0.532710385046186,1
8401,0.348420731819387,0
8402,0.427074024834588,0
8403,0.296568719934622,0
8404,0.541604321830503,1
8405,0.38828352783924,0
8406,0.442875004823483,0
8407,0.817581721559799,1
8408,0.443092111295817,0
8409,0.223341564496612,0
8410,0.326183401564195,0
8411,0.700964742388802,1
8412,0.274388107671385,0
8413,0.515674732650098,1
8414,0.737230972382486,1
8415,0.697161096428215,1
8416,0.715210113553453,1
8417,0.333918720868746,0
8418,0.160827705058019,0
8419,0.781994467914705,1
8420,0.685464970198919,1
8421,0.280276184198369,0
8422,0.218486116292823,0
8423,0.239292489616105,0
8424,0.294728772387021,0
8425,0.505667653433219,1
8426,0.33430901923028,0
8427,0.522364521222942,1
8428,0.382281305393926,0
8429,0.754520058558238,1
8430,0.647153822749474,1
8431,0.422567432422963,0
8432,0.366388452538993,0
8433,0.618309166483571,1
8434,0.405859956585979,0
8435,0.827078717103644,1
8436,0.431805305420675,0
8437,0.262364985438307,0
8438,0.322148250204438,0
8439,0.276407698194438,0
8440,0.607698230681066,1
8441,0.376214643236658,0
8442,0.685214539670579,1
8443,0.227742813991437,0
8444,0.450280073465744,0
8445,0.735061774870184,1
8446,0.769758521800287,1
8447,0.574732120911114,1
8448,0.277313722507175,0
8449,0.244526594829574,0
8450,0.358183282160633,0
8451,0.619933358396968,1
8452,0.693576006494839,1
8453,0.289677649204575,0
8454,0.751149130882445,1
8455,0.582017227270788,1
8456,0.387131215430522,0
8457,0.50217812702493,1
8458,0.611962180399625,1
8459,0.309657377038482,0
8460,0.365965321571628,0
8461,0.713276502748493,1
8462,0.305590989641229,0
8463,0.270526647823443,0
8464,0.507901979838679,1
8465,0.684420408327823,1
8466,0.634518675835729,1
8467,0.149900347787534,0
8468,0.811072154909828,1
8469,0.655458190135262,1
8470,0.238680275736005,0
8471,0.605616359275597,1
8472,0.750976884378935,1
8473,0.173783904618006,0
8474,0.465514278594883,0
8475,0.429412707326432,0
8476,0.181509716673075,0
8477,0.310411916905569,0
8478,0.795578191605294,1
8479,0.229035071709618,0
8480,0.335400740120181,0
8481,0.750339941251516,1
8482,0.328735717505884,0
8483,0.192580720341283,0
8484,0.643334826514857,1
8485,0.633370506915203,1
8486,0.545137805546521,1
8487,0.598740959793938,1
8488,0.549959254763719,1
8489,0.5308725279408,1
8490,0.267664626023563,0
8491,0.421948782876905,0
8492,0.695421276817872,1
8493,0.280901976766952,0
8494,0.589910564606983,1
8495,0.609030110698323,1
8496,0.25909096709791,0
8497,0.572550130350876,1
8498,0.567503451680052,1
8499,0.429230288234278,0
8500,0.31005072517776,0
8501,0.496270772211371,0
8502,0.234312447671261,0
8503,0.505661177287993,1
8504,0.93303842794451,1
8505,0.301587004684367,0
8506,0.750163477843254,1
8507,0.321642446558452,0
8508,0.164315266079745,0
8509,0.30991610687832,0
8510,0.320543380811199,0
8511,0.20424063761105,0
8512,0.556356614415532,1
8513,0.527771534128695,1
8514,0.825062899312528,1
8515,0.283660450210128,0
8516,0.397366290841844,0
8517,0.533878292554581,1
8518,0.650944424084334,1
8519,0.260823522516471,0
8520,0.557230270256671,1
8521,0.736599089849105,1
8522,0.202723925104814,0
8523,0.252491232454694,0
8524,0.619938547544265,1
8525,0.712923036663736,1
8526,0.513722797620898,1
8527,0.551372955297917,1
8528,0.568778112229788,1
8529,0.301556275795553,0
8530,0.616608696439653,1
8531,0.380172803361317,0
8532,0.429374345462702,0
8533,0.271354026889837,0
8534,0.298797706411214,0
8535,0.503589366252181,1
8536,0.29979312582763,0
8537,0.378736821690237,0
8538,0.44819122972241,0
8539,0.792727454966794,1
8540,0.358015612217295,0
8541,0.480229750603693,0
8542,0.330690788913592,0
8543,0.729014415610127,1
8544,0.332229894632592,0
8545,0.15436049525531,0
8546,0.238898803507293,0
8547,0.83320221673655,1
8548,0.681924926187672,1
8549,0.536760528831586,1
8550,0.403608750225572,0
8551,0.273239774197992,0
8552,0.220317996613374,0
8553,0.253358149508643,0
8554,0.75817606820312,1
8555,0.813099653547374,1
8556,0.632036816160024,1
8557,0.432521160536614,0
8558,0.729573377387867,1
8559,0.425285631493782,0
8560,0.31754811952066,0
8561,0.609090015148577,1
8562,0.312207470954544,0
8563,0.859392997692296,1
8564,0.395800926837901,0
8565,0.224040651656999,0
8566,0.50556459926006,1
8567,0.401786002264236,0
8568,0.831526790746258,1
8569,0.684027038614707,1
8570,0.427446519058145,0
8571,0.728608435703894,1
8572,0.728507690186033,1
8573,0.538404265597982,1
8574,0.408527853662677,0
8575,0.482504402365524,0
8576,0.386299238094005,0
8577,0.209560415364352,0
8578,0.271428629162599,0
8579,0.385779074401033,0
8581,0.409462805178618,0
8582,0.371920483024823,0
8583,0.303344617576519,0
8584,0.53591875509692,1
8585,0.171233607254918,0
8586,0.124828068386614,0
8587,0.390900581590818,0
8588,0.755647529137794,1
8589,0.682555133902793,1
8590,0.476677284650687,0
8591,0.167075452267429,0
8592,0.802868150499011,1
8593,0.647348177673649,1
8594,0.304300633792418,0
8595,0.868218886160125,1
8596,0.345148072708726,0
8597,0.411767820291615,0
8598,0.493790729756717,0
8599,0.420795805783896,0
8600,0.708569313370708,1
8601,0.464079027569094,0
8602,0.320480578777194,0
8603,0.345360436946446,0
8604,0.375869824135047,0
8605,0.690893636858103,1
8606,0.536194691576572,1
8607,0.672750918996397,1
8608,0.513345737991104,1
8609,0.182412996591752,0
8610,0.525611859496505,1
8611,0.852955979851228,1
8612,0.305637544533567,0
8613,0.864236132408036,1
8614,0.329570803689385,0
8615,0.796382210034676,1
8616,0.211435644697106,0
8617,0.289106369063074,0
8618,0.850062884261759,1
8619,0.431722898074293,0
8620,0.869134000353601,1
8621,0.794858941706092,1
8622,0.461455221176662,0
8623,0.623755479648443,1
8624,0.677793761321574,1
8625,0.618203565895967,1
8626,0.557501709446162,1
8627,0.528383889298704,1
8628,0.243835412002588,0
8629,0.28773214677283,0
8630,0.126307905575402,0
8631,0.222914750538737,0
8632,0.28241411066534,0
8633,0.699868520128342,1
8634,0.365665580277941,0
8635,0.337305756724839,0
8636,0.513905829396176,1
8637,0.259037041875239,0
8638,0.579717025386014,1
8639,0.653519974195878,1
8640,0.439050135506097,0
8641,0.742648433110365,1
8642,0.428687419418135,0
8643,0.361069775210882,0
8644,0.760000457819899,1
8645,0.386799574232866,0
8646,0.746967170682897,1
8647,0.331482096808672,0
8648,0.230777401714101,0
8649,0.415317040790598,0
8650,0.826289573387274,1
8651,0.668847531374666,1
8652,0.467733979593833,0
8653,0.471789769379708,0
8654,0.203021236192754,0
8655,0.311792045747122,0
8656,0.546515620718282,1
8657,0.629034195849327,1
8658,0.277990052189966,0
8659,0.506016798456647,1
8660,0.107794778242454,0
8661,0.407288372854475,0
